 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  3.70  5.10 1.50  0.50  0.50  1.00  0.60  0.50  76.5   0.0  1.00  1.00  0.10  200 quiet
  3.70  4.60 1.50  0.50  0.50  1.00  0.60  0.50  76.5   5.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  76.5  10.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  76.5  15.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  76.5  20.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  76.5  25.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  76.5  30.0  1.00  1.00  0.10  200 quiet
  3.10  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5  35.0  1.00  1.00  0.10  200 quiet
  3.60  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5  40.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  76.5  45.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.5  50.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.5  55.0  1.00  1.00  0.10  200 quiet
  3.80  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.5  60.0  1.00  1.00  0.10  200 quiet
  3.30  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.5  65.0  1.00  1.00  0.10  200 quiet
  3.60  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5  70.0  1.00  1.00  0.10  200 quiet
  3.50  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5  75.0  1.00  1.00  0.10  200 quiet
  3.50  4.00 1.50  0.50  0.50  1.00  0.60  0.50  76.5  80.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  76.5  85.0  1.00  1.00  0.10  200 quiet
  3.70  4.00 1.50  0.50  0.50  1.00  0.60  0.50  76.5  90.0  1.00  1.00  0.10  200 quiet
  3.60  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5  95.0  1.00  1.00  0.10  200 quiet
  2.80  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.5 100.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  76.5 105.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  76.5 110.0  1.00  1.00  0.10  200 quiet
  3.50  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5 115.0  1.00  1.00  0.10  200 quiet
  3.40  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5 120.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  76.5 125.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5 130.0  1.00  1.00  0.10  200 quiet
  3.90  4.20 1.50  0.50  0.50  1.00  0.60  0.50  76.5 135.0  1.00  1.00  0.10  200 quiet
  3.70  4.30 1.50  0.50  0.50  1.00  0.60  0.50  76.5 140.0  1.00  1.00  0.10  200 quiet
  4.80  4.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5 145.0  1.00  1.00  0.10  200 quiet
  4.40  4.70 1.50  0.50  0.50  1.00  0.60  0.50  76.5 150.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  76.5 155.0  1.00  1.00  0.10  200 quiet
  3.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  76.5 160.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  76.5 165.0  1.00  1.00  0.10  200 quiet
  4.20  4.60 1.50  0.50  0.50  1.00  0.60  0.50  76.5 170.0  1.00  1.00  0.10  200 quiet
  4.40  4.80 1.50  0.50  0.50  1.00  0.60  0.50  76.5 175.0  1.00  1.00  0.10  200 quiet
  4.60  4.90 1.50  0.50  0.50  1.00  0.60  0.50  76.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.00  4.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0   0.0  1.00  1.00  0.10  200 quiet
  4.00  4.70 1.50  0.50  0.50  1.00  0.60  0.50  76.0   5.0  1.00  1.00  0.10  200 quiet
  3.90  4.70 1.50  0.50  0.50  1.00  0.60  0.50  76.0  10.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0  15.0  1.00  1.00  0.10  200 quiet
  3.30  3.70 1.50  0.50  0.50  1.00  0.60  0.50  76.0  20.0  1.00  1.00  0.10  200 quiet
  3.10  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0  25.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0  30.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0  35.0  1.00  1.00  0.10  200 quiet
  3.40  3.60 1.50  0.50  0.50  1.00  0.60  0.50  76.0  40.0  1.00  1.00  0.10  200 quiet
  3.80  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.0  45.0  1.00  1.00  0.10  200 quiet
  3.80  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.0  50.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.50  0.50  0.50  1.00  0.60  0.50  76.0  55.0  1.00  1.00  0.10  200 quiet
  3.40  4.20 1.50  0.50  0.50  1.00  0.60  0.50  76.0  60.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0  65.0  1.00  1.00  0.10  200 quiet
  3.70  3.90 1.50  0.50  0.50  1.00  0.60  0.50  76.0  70.0  1.00  1.00  0.10  200 quiet
  3.60  3.60 1.50  0.50  0.50  1.00  0.60  0.50  76.0  75.0  1.00  1.00  0.10  200 quiet
  3.20  4.00 1.50  0.50  0.50  1.00  0.60  0.50  76.0  80.0  1.00  1.00  0.10  200 quiet
  3.20  4.00 1.50  0.50  0.50  1.00  0.60  0.50  76.0  85.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  76.0  90.0  1.00  1.00  0.10  200 quiet
  3.60  4.00 1.50  0.50  0.50  1.00  0.60  0.50  76.0  95.0  1.00  1.00  0.10  200 quiet
  3.40  4.10 1.50  0.50  0.50  1.00  0.60  0.50  76.0 100.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0 105.0  1.00  1.00  0.10  200 quiet
  3.40  3.70 1.50  0.50  0.50  1.00  0.60  0.50  76.0 110.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0 115.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  76.0 120.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  76.0 125.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0 130.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  76.0 135.0  1.00  1.00  0.10  200 quiet
  4.00  4.30 1.50  0.50  0.50  1.00  0.60  0.50  76.0 140.0  1.00  1.00  0.10  200 quiet
  4.90  4.90 1.50  0.50  0.50  1.00  0.60  0.50  76.0 145.0  1.00  1.00  0.10  200 quiet
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  76.0 150.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  76.0 155.0  1.00  1.00  0.10  200 quiet
  3.90  4.30 1.50  0.50  0.50  1.00  0.60  0.50  76.0 160.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  76.0 165.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  76.0 170.0  1.00  1.00  0.10  200 quiet
  4.40  4.80 1.50  0.50  0.50  1.00  0.60  0.50  76.0 175.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  76.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  3.70  4.80 1.50  0.50  0.50  1.00  0.60  0.50  75.5   0.0  1.00  1.00  0.10  200 quiet
  3.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  75.5   5.0  1.00  1.00  0.10  200 quiet
  4.00  4.60 1.50  0.50  0.50  1.00  0.60  0.50  75.5  10.0  1.00  1.00  0.10  200 quiet
  3.80  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.5  15.0  1.00  1.00  0.10  200 quiet
  3.70  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5  20.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5  25.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  75.5  30.0  1.00  1.00  0.10  200 quiet
  3.50  3.50 1.50  0.50  0.50  1.00  0.60  0.50  75.5  35.0  1.00  1.00  0.10  200 quiet
  3.50  3.70 1.50  0.50  0.50  1.00  0.60  0.50  75.5  40.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5  45.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5  50.0  1.00  1.00  0.10  200 quiet
  3.60  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.5  55.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5  60.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5  65.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5  70.0  1.00  1.00  0.10  200 quiet
  3.50  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5  75.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5  80.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5  85.0  1.00  1.00  0.10  200 quiet
  3.40  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.5  90.0  1.00  1.00  0.10  200 quiet
  3.70  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.5  95.0  1.00  1.00  0.10  200 quiet
  3.50  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5 100.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5 105.0  1.00  1.00  0.10  200 quiet
  3.30  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5 110.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5 115.0  1.00  1.00  0.10  200 quiet
  3.70  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.5 120.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  75.5 125.0  1.00  1.00  0.10  200 quiet
  3.40  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5 130.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5 135.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.5 140.0  1.00  1.00  0.10  200 quiet
  5.00  5.00 1.50  0.50  0.50  1.00  0.60  0.50  75.5 145.0  1.00  1.00  0.10  200 quiet
  4.40  4.70 1.50  0.50  0.50  1.00  0.60  0.50  75.5 150.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  75.5 155.0  1.00  1.00  0.10  200 quiet
  4.00  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.5 160.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.5 165.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  75.5 170.0  1.00  1.00  0.10  200 quiet
  4.80  4.80 1.50  0.50  0.50  1.00  0.60  0.50  75.5 175.0  1.00  1.00  0.10  200 quiet
  4.50  4.80 1.50  0.50  0.50  1.00  0.60  0.50  75.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  3.90  4.70 1.50  0.50  0.50  1.00  0.60  0.50  75.0   0.0  1.00  1.00  0.10  200 quiet
  4.00  4.70 1.50  0.50  0.50  1.00  0.60  0.50  75.0   5.0  1.00  1.00  0.10  200 quiet
  4.00  4.70 1.50  0.50  0.50  1.00  0.60  0.50  75.0  10.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.0  15.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0  20.0  1.00  1.00  0.10  200 quiet
  3.60  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.0  25.0  1.00  1.00  0.10  200 quiet
  2.40  3.70 1.50  0.50  0.50  1.00  0.60  0.50  75.0  30.0  1.00  1.00  0.10  200 quiet
  3.40  3.80 1.50  0.50  0.50  1.00  0.60  0.50  75.0  35.0  1.00  1.00  0.10  200 quiet
  3.20  3.80 1.50  0.50  0.50  1.00  0.60  0.50  75.0  40.0  1.00  1.00  0.10  200 quiet
  4.00  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.0  45.0  1.00  1.00  0.10  200 quiet
  3.60  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.0  50.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0  55.0  1.00  1.00  0.10  200 quiet
  3.90  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.0  60.0  1.00  1.00  0.10  200 quiet
  3.70  4.30 1.50  0.50  0.50  1.00  0.60  0.50  75.0  65.0  1.00  1.00  0.10  200 quiet
  3.70  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.0  70.0  1.00  1.00  0.10  200 quiet
  3.40  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.0  75.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0  80.0  1.00  1.00  0.10  200 quiet
  3.60  3.90 1.50  0.50  0.50  1.00  0.60  0.50  75.0  85.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  75.0  90.0  1.00  1.00  0.10  200 quiet
  3.50  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.0  95.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  75.0 100.0  1.00  1.00  0.10  200 quiet
  3.00  4.10 1.50  0.50  0.50  1.00  0.60  0.50  75.0 105.0  1.00  1.00  0.10  200 quiet
  3.50  3.80 1.50  0.50  0.50  1.00  0.60  0.50  75.0 110.0  1.00  1.00  0.10  200 quiet
  3.70  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0 115.0  1.00  1.00  0.10  200 quiet
  3.70  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0 120.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0 125.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0 130.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  75.0 135.0  1.00  1.00  0.10  200 quiet
  3.80  4.20 1.50  0.50  0.50  1.00  0.60  0.50  75.0 140.0  1.00  1.00  0.10  200 quiet
  3.90  5.10 1.50  0.50  0.50  1.00  0.60  0.50  75.0 145.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  75.0 150.0  1.00  1.00  0.10  200 quiet
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  75.0 155.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  75.0 160.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  75.0 165.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  75.0 170.0  1.00  1.00  0.10  200 quiet
  4.80  4.80 1.50  0.50  0.50  1.00  0.60  0.50  75.0 175.0  1.00  1.00  0.10  200 quiet
  4.30  4.70 1.50  0.50  0.50  1.00  0.60  0.50  75.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  3.90  4.80 1.50  0.50  0.50  1.00  0.60  0.50  74.5   0.0  1.00  1.00  0.10  200 quiet
  3.70  4.90 1.50  0.50  0.50  1.00  0.60  0.50  74.5   5.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  74.5  10.0  1.00  1.00  0.10  200 quiet
  3.50  4.30 1.50  0.50  0.50  1.00  0.60  0.50  74.5  15.0  1.00  1.00  0.10  200 quiet
  3.50  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5  20.0  1.00  1.00  0.10  200 quiet
  3.50  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.5  25.0  1.00  1.00  0.10  200 quiet
  3.30  3.80 1.50  0.50  0.50  1.00  0.60  0.50  74.5  30.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  74.5  35.0  1.00  1.00  0.10  200 quiet
  3.50  3.70 1.50  0.50  0.50  1.00  0.60  0.50  74.5  40.0  1.00  1.00  0.10  200 quiet
  3.60  4.20 1.50  0.50  0.50  1.00  0.60  0.50  74.5  45.0  1.00  1.00  0.10  200 quiet
  3.80  4.10 1.50  0.50  0.50  1.00  0.60  0.50  74.5  50.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5  55.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5  60.0  1.00  1.00  0.10  200 quiet
  3.50  4.10 1.50  0.50  0.50  1.00  0.60  0.50  74.5  65.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5  70.0  1.00  1.00  0.10  200 quiet
  3.70  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5  75.0  1.00  1.00  0.10  200 quiet
  2.80  4.10 1.50  0.50  0.50  1.00  0.60  0.50  74.5  80.0  1.00  1.00  0.10  200 quiet
  3.70  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5  85.0  1.00  1.00  0.10  200 quiet
  3.70  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.5  90.0  1.00  1.00  0.10  200 quiet
  3.60  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.5  95.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  74.5 100.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5 105.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.5 110.0  1.00  1.00  0.10  200 quiet
  3.20  3.80 1.50  0.50  0.50  1.00  0.60  0.50  74.5 115.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.5 120.0  1.00  1.00  0.10  200 quiet
  3.60  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.5 125.0  1.00  1.00  0.10  200 quiet
  3.90  4.20 1.50  0.50  0.50  1.00  0.60  0.50  74.5 130.0  1.00  1.00  0.10  200 quiet
  3.90  4.10 1.50  0.50  0.50  1.00  0.60  0.50  74.5 135.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  74.5 140.0  1.00  1.00  0.10  200 quiet
  5.10  5.10 1.50  0.50  0.50  1.00  0.60  0.50  74.5 145.0  1.00  1.00  0.10  200 quiet
  4.60  4.80 1.50  0.50  0.50  1.00  0.60  0.50  74.5 150.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  74.5 155.0  1.00  1.00  0.10  200 quiet
  4.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  74.5 160.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  74.5 165.0  1.00  1.00  0.10  200 quiet
  4.50  4.70 1.50  0.50  0.50  1.00  0.60  0.50  74.5 170.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  74.5 175.0  1.00  1.00  0.10  200 quiet
  4.50  4.70 1.50  0.50  0.50  1.00  0.60  0.50  74.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.00  5.10 1.50  0.50  0.50  1.00  0.60  0.50  74.0   0.0  1.00  1.00  0.10  200 quiet
  4.00  4.60 1.50  0.50  0.50  1.00  0.60  0.50  74.0   5.0  1.00  1.00  0.10  200 quiet
  4.00  4.60 1.50  0.50  0.50  1.00  0.60  0.50  74.0  10.0  1.00  1.00  0.10  200 quiet
  3.90  4.20 1.50  0.50  0.50  1.00  0.60  0.50  74.0  15.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  74.0  20.0  1.00  1.00  0.10  200 quiet
  3.20  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0  25.0  1.00  1.00  0.10  200 quiet
  3.60  3.80 1.50  0.50  0.50  1.00  0.60  0.50  74.0  30.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  74.0  35.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  74.0  40.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0  45.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0  50.0  1.00  1.00  0.10  200 quiet
  3.90  4.10 1.50  0.50  0.50  1.00  0.60  0.50  74.0  55.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0  60.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0  65.0  1.00  1.00  0.10  200 quiet
  3.30  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0  70.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0  75.0  1.00  1.00  0.10  200 quiet
  3.90  4.20 1.50  0.50  0.50  1.00  0.60  0.50  74.0  80.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0  85.0  1.00  1.00  0.10  200 quiet
  3.10  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0  90.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  74.0  95.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0 100.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0 105.0  1.00  1.00  0.10  200 quiet
  3.40  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0 110.0  1.00  1.00  0.10  200 quiet
  3.80  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0 115.0  1.00  1.00  0.10  200 quiet
  3.40  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0 120.0  1.00  1.00  0.10  200 quiet
  3.90  4.10 1.50  0.50  0.50  1.00  0.60  0.50  74.0 125.0  1.00  1.00  0.10  200 quiet
  3.60  4.00 1.50  0.50  0.50  1.00  0.60  0.50  74.0 130.0  1.00  1.00  0.10  200 quiet
  3.60  3.90 1.50  0.50  0.50  1.00  0.60  0.50  74.0 135.0  1.00  1.00  0.10  200 quiet
  4.30  4.60 1.50  0.50  0.50  1.00  0.60  0.50  74.0 140.0  1.00  1.00  0.10  200 quiet
  4.60  5.10 1.50  0.50  0.50  1.00  0.60  0.50  74.0 145.0  1.00  1.00  0.10  200 quiet
  4.30  4.70 1.50  0.50  0.50  1.00  0.60  0.50  74.0 150.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  74.0 155.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  74.0 160.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  74.0 165.0  1.00  1.00  0.10  200 quiet
  4.30  4.70 1.50  0.50  0.50  1.00  0.60  0.50  74.0 170.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  74.0 175.0  1.00  1.00  0.10  200 quiet
  4.80  4.80 1.50  0.50  0.50  1.00  0.60  0.50  74.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  3.90  4.80 1.50  0.50  0.50  1.00  0.60  0.50  73.5   0.0  1.00  1.00  0.10  200 quiet
  4.00  4.80 1.50  0.50  0.50  1.00  0.60  0.50  73.5   5.0  1.00  1.00  0.10  200 quiet
  4.20  4.70 1.50  0.50  0.50  1.00  0.60  0.50  73.5  10.0  1.00  1.00  0.10  200 quiet
  3.50  4.40 1.50  0.50  0.50  1.00  0.60  0.50  73.5  15.0  1.00  1.00  0.10  200 quiet
  3.70  3.70 1.50  0.50  0.50  1.00  0.60  0.50  73.5  20.0  1.00  1.00  0.10  200 quiet
  3.50  3.70 1.50  0.50  0.50  1.00  0.60  0.50  73.5  25.0  1.00  1.00  0.10  200 quiet
  3.50  3.90 1.50  0.50  0.50  1.00  0.60  0.50  73.5  30.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  73.5  35.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.50  0.50  0.50  1.00  0.60  0.50  73.5  40.0  1.00  1.00  0.10  200 quiet
